date;views;youtube_video_id;title
20210722;345;D2ksj9kWXKM;大部分防疫措施延長兩周　7.30復辦公海遊　表列處所新增會議、論壇等「活動場所」 - 20210721 - 港聞 - 有線新聞 CABLE News
20210722;466;JMO6zlFmwRM;河南暴雨成災至少12死　地鐵全線停駛、車廂水浸　全市約10萬人疏散 - 20210721 - 兩岸國際 - 有線新聞 CABLE News
20210722;473;ct2iAIMsKgI;最高時速600公里高速磁浮列車青島出廠 - 20210720 - 有線中國組 - 有線新聞 CABLE News
20210722;979;wY5GdGwdNjM;吳亦凡桃色醜聞發酵 央視作出評論 - 20210720 - 有線中國組 - 有線新聞 CABLE News
20210722;413;aKVmCU9l76s;珠海隧道滲水意外 再有1人遇難 - 20210720 - 有線中國組 - 有線新聞 CABLE News
20210722;359;ygGjBCE3Pzk;法國抵港男、沙特抵港姊弟染變種病毒　跑馬地利安閣、太古城唐宮閣須圍封強檢 - 20210720 - 港聞 - 有線新聞 CABLE News
20210722;447;Hi6lVlcPpCA;超市及網店花甲、蜆、貴妃蚌樣本含氯黴素　食安中心籲勿網上亂買鮮食 - 20210720 - 港聞 - 有線新聞 CABLE News
20210722;510;BCN9sXMvFQE;港台改台灣稱謂指引　不可用「總統」稱呼蔡英文　禁「國立」、「行政院」字眼 - 20210720 - 港聞 - 有線新聞 CABLE News
20210722;577;v1jALmLwiR0;日本警方據報尋回失蹤的烏干達奧運選手 - 20210720 - 兩岸國際 - 有線新聞 CABLE News
20210722;497;r3U0wTL7qYg;澳門擬邀衛健委專家視察、研港澳通關　港星旅遊氣泡下月底再檢視 - 20210720 - 港聞 - 有線新聞 CABLE News
20210722;593;0fkcGcEePak;前警員非禮六女童囚46個月　律政司覆核刑期　上訴庭指判刑過輕改判囚五年 - 20210720 - 港聞 - 有線新聞 CABLE News
20210722;715;pMOUs5NwjSA;14年拉丁舞老師抽脂亡　女西醫涉誤殺高院續審　死者男友指護士曾說：無事、有呼吸 - 20210720 - 港聞 - 有線新聞 CABLE News
20210722;667;8mg3zzT84pQ;男子馬鞍山行「英雄瀑」疑被洪水沖走　消防水警搜救未有發現 - 20210720 - 港聞 - 有線新聞 CABLE News
20210722;396;tJZLSf7_E4s;海地臨時總理約瑟夫同意交出權力結束雙領導人亂局 - 20210720 - 兩岸國際 - 有線新聞 CABLE News
20210722;466;FnEKuEouff4;書展今閉幕　有參展商兼售電器口罩　貿發局稱已口頭警告違規者 - 20210720 - 港聞 - 有線新聞 CABLE News
20210722;405;00RaXnTLPko;DSE明放榜　約17,700考生達大學最低門檻 - 20210720 - 港聞 - 有線新聞 CABLE News
20210722;584;r6VWa1k2xVo;美國國會山莊騷亂首位示威者判囚8個月 - 20210720 - 兩岸國際 - 有線新聞 CABLE News
20210722;601;ZhlPJTzVssw;深圳全國首宗個人破產案裁定生效 - 20210720 - 有線中國組 - 有線新聞 CABLE News
20210722;250;Iv1GV_UVf5M;一期一匯 2021_07_22 - 20210722 - 一期一匯 - 有線新聞 CABLE News
20210722;210;paccKSCtlbU;美股三大指數周二齊升 - 20210722 - 華爾街速遞 - 有線新聞 CABLE News
20210722;904;79vk5prri4E;被控違國安法串謀勾結外國勢力罪　四蘋果前高層申請保釋被拒　還柙至9月再訊 - 20210722 - 港聞 - 有線新聞 CABLE News
20210722;1424;mEJdbTtQTxo;河南水災馬路水浸嚴重交通癱瘓 居民生活大受影響 - 20210722 - 有線中國組 - 有線新聞 CABLE News
20210722;477;WM2XdZWPvTY;直擊東京奧運 311地震十年　八款奧運紀念品藏災區元素　展示東北復興之路 - 20210720 - 體育 - 有線新聞 CABLE News
20210722;802;HMoPKbWqEdk;霍啟剛透露太太擔任東奧跳水評判 - 20210720 - 娛樂頭條E-news Headline
20210722;299;vvKEBCGBJIA;泰拳拳王吳嘉晉示範基本拳法 - 20210720 - 娛樂頭條E-news Headline
20210722;570;rQ0GY4d3qZg;齊撐港隊 何詩蓓兩月內九度破亞績、目標200自摘牌　何甄陶首位A標港男泳手 - 20210715 - 體育 - 有線新聞 CABLE News
20210721;475;a04X0GFNKfQ;直擊東京奧運 港乒盼盡快適應場地　疫下禁吹波碰球枱　球員戒小動作免受罰 - 20210719 - 體育 - 有線新聞 CABLE News
20210721;558;1WtVRebWN5k;中國女排抵東京展開奧運衛冕之旅 - 20210719 - 有線中國組 - 有線新聞 CABLE News
20210721;579;YgZK3nT3veg;直擊東奧 羽毛球賽場車程遠　每日只可練1小時　伍家朗認為勞累 - 20210721 - 體育 - 有線新聞 CABLE News
20210721;822;TNPGUvQQQrE;打四針獲四倍抗體？專家指數值高不等如保護率高　不建議健康人士打多過兩針 - 20210718 - 港聞 - 有線新聞 CABLE News
20210721;595;62eqlK-l_XU;記協指傳媒環境急劇惡化　假新聞法記者頭上「多加一把刀」　促撤立法 - 20210715 - 港聞 - 有線新聞 CABLE News
20210721;742;2nWq9-yWbI0;馬屎埔村暫未收地　有村民指會留守　批政府還沒落實賠償方案 - 20210719 - 港聞 - 有線新聞 CABLE News
20210721;552;OZgPaYwOIgc;建制派區議員、敗選人　循防火委、滅罪委、基層團體任選民　有社團共用登記地址、聲稱借作聯絡 - 20210719 - 港聞 - 有線新聞 CABLE News
20210721;579;BIBgyfBeMjA;教育部進一步監管中小學生校園生活及校外培訓機構 - 20210719 - 有線中國組 - 有線新聞 CABLE News
20210721;703;fwl1BMgGh0E;美英多國聯合批評中國發動全球黑客攻擊 - 20210720 - 兩岸國際 - 有線新聞 CABLE News
20210721;924;aqGlGU7W4w4;相隔不足一周　再有美國專機抵台　據報運送AIT新處長物品 - 20210719 - 兩岸國際 - 有線新聞 CABLE News
20210721;782;zSwZZi4YgXo;米芝蓮研巨型充氣風帆　一掣升降桅杆助應對惡劣天氣　善於逆風航行　或為全球海運慳兩成燃油 - 20210715 - 新聞資訊 - 有線新聞 CABLE News
20210721;606;ZOCGGqTAHAI;沙特領事子女確診　何柏良倡「閉環式管理」家居檢疫　不認同打齊針縮檢疫期 - 20210721 - 港聞 - 有線新聞 CABLE News
20210721;433;z6zWL-ZyC3w;柏傲莊重建　議員質疑港鐵監工不力　陳帆指已要求負責人月底前交報告 - 20210721 - 港聞 - 有線新聞 CABLE News
20210721;394;G241_l5FWU8;滴滴出行被內地審查和整頓 - 20210721 - 有線財經 - 有線新聞 CABLE News
20210721;2609;7LPqfc6GJic;DSE放榜　屯門董玉娣中學首誕狀元　聖士提反女狀元：言論自由收窄不會影響思想 - 20210721 - 港聞 - 有線新聞 CABLE News
20210721;1267;nKQBE3mnO7g;遭網紅數罪狀吳亦凡捲入桃色風波 - 20210720 - 娛樂頭條E-news Headline
20210721;629;TVVRwS8_SDM;唐英傑案陳詞　控方強調「光時」提倡港獨　駕車時路人見旗拍手歡呼構成煽動 - 20210720 - 港聞 - 有線新聞 CABLE News
20210721;617;5N0ZmsB1F0g;加拿大下月起陸續容許已打齊針旅客免檢疫入境 - 20210720 - 兩岸國際 - 有線新聞 CABLE News
20210721;508;UyYt9gDxbxg;伊拉克巴格達市郊市場炸彈襲擊數十人死傷 - 20210720 - 兩岸國際 - 有線新聞 CABLE News
20210721;578;pKV-tmW5okY;回應夏寶龍「告別劏房」論　林鄭指解決房屋問題需靠「全社會動員」 - 20210720 - 港聞 - 有線新聞 CABLE News
20210721;331;iS6VxXW-wxA;尚賢居185居民完成強檢　無發現確診 - 20210720 - 港聞 - 有線新聞 CABLE News
20210721;569;8XThYAppj2I;消息：尖沙咀警署兩警休假受查　涉反修例事件期間騙OT津貼及補假 - 20210720 - 港聞 - 有線新聞 CABLE News
20210721;586;yLo0ZJt-P7k;唐英傑案陳詞　控方指光復旗宣揚政治訊息、路人拍手歡呼　構成煽動分裂國家 - 20210720 - 港聞 - 有線新聞 CABLE News
20210721;390;uOALFVrzkQk;特首指明年7月前補選區議會沒可能　稱DQ議員薪津問題留法律處理 - 20210720 - 港聞 - 有線新聞 CABLE News
20210721;685;_2_I5_qWtnw;旺角八旬老翁遭垃圾車撞斃　司機疑未察覺駛離 - 20210715 - 港聞 - 有線新聞 CABLE News
20210721;968;y_KcE4QkEfA;鰂魚涌公園槍殺案　被告謀殺等四罪罪成判囚終身 - 20210715 - 港聞 - 有線新聞 CABLE News
20210721;552;2TflzGyd8uo;警破深水埗犯罪集團拘64人　涉盜竊、販毒及非法賭博等 - 20210715 - 港聞 - 有線新聞 CABLE News
20210721;792;Kl7GrYA7Dhk;星洲男兩地先後打四針　政府斥嚴重浪費疫苗資源　稱必要時提出起訴 - 20210719 - 港聞 - 有線新聞 CABLE News
20210721;530;8mAY3j6SvLk;長征二號丙運載火箭發射 首測試整流罩傘控系統 - 20210719 - 有線中國組 - 有線新聞 CABLE News
20210721;843;rsXKB3Iukec;新加坡本土確診創近期新高　當局籲未打針人士留在家 - 20210719 - 兩岸國際 - 有線新聞 CABLE News
20210721;699;Ega0V6VGKeM;東京奧運選手村兩外國運動員確診 - 20210718 - 兩岸國際 - 有線新聞 CABLE News
20210721;422;EwmgSqNsnd4;涉經通訊軟件群組招攬三合會成員　警拘13人 - 20210719 - 港聞 - 有線新聞 CABLE News
20210721;698;Zsrg_H67NZw;屯門青松觀道政府宿舍男子墮斃　據悉為公共關係科督察　疑露台打理園藝失足 - 20210719 - 港聞 - 有線新聞 CABLE News
20210721;381;QyotcxpCCFI;雲南新增5宗本地確診 兩地區上調為中風險 - 20210719 - 有線中國組 - 有線新聞 CABLE News
20210721;874;ZUdzoSsg95o;稱東奧未獲公眾理解　豐田汽車拒國內播奧運廣告、派員出席開幕禮　續安排接載服務 - 20210719 - 兩岸國際 - 有線新聞 CABLE News
20210721;800;Io5cs3JXyKw;中環尚賢居圍封強檢　男住戶美國返港初確、染變種病毒　曾打兩針復必泰 - 20210719 - 港聞 - 有線新聞 CABLE News
20210721;1397;VjtRcd8ZT0s;浙江杭州電動單車行駛中爆炸起火 致兩人嚴重燒傷 - 20210719 - 有線中國組 - 有線新聞 CABLE News
20210721;290;ks6g0P1P8rs;一期一匯 2021_07_21 - 20210721 - 一期一匯 - 有線新聞 CABLE News
20210721;894;n1wk_spC0TA;DSE放榜　特殊需要考生克服身障應試　考獲九分、冀將來向藝術發展 - 20210721 - 港聞 - 有線新聞 CABLE News
20210721;390;p7G98WPQrMg;美股三大指數周一齊跌 - 20210721 - 華爾街速遞 - 有線新聞 CABLE News
20210721;20013;bVJ6Du2uMqM;公開黃河撈屍過程！跟甘肅「撈屍人」出發成功撈獲投河者！撈完後掛在岸邊待認領！－怪談大逆北道－主持：梁思浩
20210721;464;6ZwuUiUS-sA;鳳溪第一小學有足球場、高爾夫球場及射箭場！朱偉林校長分享學校推「鳳小四習」融合STEAM 創意與傳統並重 豐富資源體藝學術齊飛 #校長早晨－OTT
20210721;674;dJoh5k5YGWM;李家超有機會參選特首？批發及零售界立法會議員邵家輝認為社會動盪與樓價高企有關 政府應加快解決問題－聲東擊西EP268－香港開電視
20210721;825;qkNSMBxGhw8;直擊東京奧運 逾百頁防疫指南不停更新　一舉一動被注視、違規即被廣傳 - 20210716 - 體育 - 有線新聞 CABLE News
20210721;1109;lk4FLlcKOP4;直擊東京奧運 開幕主場館以「生命之樹」概念設計　運動員如置身森林比賽 - 20210718 - 體育 - 有線新聞 CABLE News
20210721;486;ah4oRtvqVds;齊撐港隊 港羽三朝元老謝影雪　拍鄧俊文首戰奧運混雙　盼享受最後一屆奧運 - 20210718 - 體育 - 有線新聞 CABLE News
20210720;510;epAArdP3ch0;黃金寶指港隊成在團隊精神　盼後輩能調節心態享受比賽 - 20210718 - 體育 - 有線新聞 CABLE News
20210720;459;h30CngnJsgQ;齊撐港隊 港乒全取七張入場券　內地集訓八個月　黃鎮廷杜凱琹兼顧混雙盼奪牌 - 20210719 - 體育 - 有線新聞 CABLE News
20210720;1706;2NEJomPoXOA;直擊東京奧運 選手村運動員陽台曬國旗　港羽代表滿意食宿安排　防疫靠自律 - 20210719 - 體育 - 有線新聞 CABLE News
20210720;869;VFJAKe3KMWg;特首拒修防賄例：為免公眾過度問責　查錫我質疑修例抵觸憲政：為何其他防賄例就不會？ - 20210717 - 港聞 - 有線新聞 CABLE News
20210720;567;_SGkAVZJrL4;中方批評美國參議院通過《防止維吾爾強制勞動法》 - 20210715 - 有線中國組 - 有線新聞 CABLE News
20210720;644;BOaQyYUjS6s;新疆政府批反華勢力 藉人權問題炒作 - 20210715 - 有線中國組 - 有線新聞 CABLE News
20210720;1329;Mm3Tq_gO2DE;深圳賽格大廈晃動原因查明　與樓頂桅杆設計有關 - 20210715 - 有線中國組 - 有線新聞 CABLE News
20210720;542;oE8c1j3izdE;專家引述夏寶龍 特區政府治理團隊除了要是愛國者也要具有管治能力 - 20210716 - 有線中國組 - 有線新聞 CABLE News
20210720;1045;UxuYA062zio;美澳七國聯合軍演解放軍首次派兩偵察船監察 - 20210718 - 兩岸國際 - 有線新聞 CABLE News
20210720;424;f1wRhGprQ-0;中大研究：兒童患睡眠窒息症　長大後患高血壓風險可增2.5倍 - 20210719 - 港聞 - 有線新聞 CABLE News
20210720;713;hOK3SIT97JE;台灣將會立陶宛首都維爾紐斯設立代表處 - 20210720 - 兩岸國際 - 有線新聞 CABLE News
20210720;839;fBJR0QPyz84;書展閉幕　書迷趁劈價掃書　有展商賣電器口罩被貿發局警告 - 20210720 - 港聞 - 有線新聞 CABLE News
20210720;709;YvauyewDrPc;五城市率先開展國際消費中心城市培育建設 - 20210719 - 有線中國組 - 有線新聞 CABLE News
20210720;662;pLl8dB_CscY;菲印列極高風險地區　業界料外傭市場短期內供不應求　有僱主花費一萬「搶人」 - 20210715 - 港聞 - 有線新聞 CABLE News
20210720;693;8euXaUsQtNs;美國據報有意與中國設立緊急熱線 - 20210715 - 兩岸國際 - 有線新聞 CABLE News
20210720;1244;vdVQVKAJHxE;銅鑼灣餐廳外辦籃球賽、跳舞派對　警拘負責人涉組織群聚　票控229人違限聚令 - 20210718 - 港聞 - 有線新聞 CABLE News
20210720;570;1ZeeZsvM5ig;太古首設商廈三聯供系統　廢棄食油變生物柴油供3.5%電力 - 20210715 - 港聞 - 有線新聞 CABLE News
20210720;455;K_2khBWmmsc;專家委員會倡延長復必泰儲存期至一個月　林正財稱會盡快諮詢診所醫生助接種 - 20210715 - 港聞 - 有線新聞 CABLE News
20210720;681;7TALhyIe_r4;第五間大學停代收學生會費　嶺大：學費會費綑綁收取不適合　學生會：牽強荒唐 - 20210715 - 港聞 - 有線新聞 CABLE News
20210720;488;kT97tVL1Zsc;增7宗輸入個案　卡塔爾航空客機禁從多哈抵港至下月2日 - 20210720 - 港聞 - 有線新聞 CABLE News
20210720;809;gsy_dKJtdbw;唐英傑案續審　辯方專家反駁「光時」僅解推翻政權　稱同場有人叫口號不代表全盤認同 - 20210714 - 港聞 - 有線新聞 CABLE News
20210720;649;J6OQDAjYU1Q;巴基斯坦接載中國工程師巴士爆炸或涉恐襲 - 20210715 - 兩岸國際 - 有線新聞 CABLE News
20210720;521;g42hBEds9vg;光城者案　15歲男生申保釋覆核被拒　還柙至九月初再提堂 - 20210715 - 港聞 - 有線新聞 CABLE News
20210720;1173;_f8xA0-jMqY;武警新兵擲手榴彈失手 由隊長拉進避彈區 - 20210715 - 有線中國組 - 有線新聞 CABLE News
20210720;594;WyOwRqwB5Ho;涉酒後大力搖甩咪錶棄後巷　45歲男涉刑毀被捕 - 20210718 - 港聞 - 有線新聞 CABLE News
20210720;2649;kqI29fGoLSU;祝融號火星車拍攝到降落傘和背罩組合體 - 20210715 - 有線中國組 - 有線新聞 CABLE News
20210720;631;xPeiIvGRQOw;珠海隧道工地滲水 14人被困 - 20210715 - 有線中國組 - 有線新聞 CABLE News
20210720;481;wJKtQbW-GMc;河北大午農牧集團創辦人孫大午 涉嫌尋釁滋事案開審 - 20210715 - 有線中國組 - 有線新聞 CABLE News
20210720;431;3xK7DbEeEBc;雲南再多一地現疫情 隴川縣部分地區封閉 - 20210715 - 有線中國組 - 有線新聞 CABLE News
20210720;422;2F6dBnVrZro;將辦三十場施政報告諮詢會　林鄭月娥指會與特定團體、市民會面 - 20210715 - 港聞 - 有線新聞 CABLE News
20210720;478;680-LeUraf4;國安法一周年研討會　消息：夏寶龍將發表講話 - 20210716 - 港聞 - 有線新聞 CABLE News
20210720;608;uTsHI8eHkbg;路透社：美政府擬制裁七名中聯辦官員　或重新審視針對香港移民措施 - 20210716 - 兩岸國際 - 有線新聞 CABLE News
20210720;572;rqKQTKeY-mA;重複撻嬰落地墊　保母認虐兒判監六周　官批發洩行為令人髮指 - 20210716 - 港聞 - 有線新聞 CABLE News
20210720;571;c9XwyicKNX0;增一宗阿聯酋輸入變種病毒個案　2月已打兩針國藥　另有一名印度抵港船員疑復陽 - 20210716 - 港聞 - 有線新聞 CABLE News
20210720;604;XHcPDP8tBNw;聶德權料疫苗接種率最快九月底達七成　將來非健康原因或須自費檢測 - 20210718 - 港聞 - 有線新聞 CABLE News
20210720;555;V30SU_lxo04;法國多處大型示威抗議疫苗通行證 - 20210718 - 兩岸國際 - 有線新聞 CABLE News
20210720;789;bC1UBRJvjV8;德國水災持續估計重建需數十億歐元 - 20210718 - 兩岸國際 - 有線新聞 CABLE News
20210720;617;xpXF5oQphms;大灣區青年就業計劃逾400人已入職 - 20210718 - 港聞 - 有線新聞 CABLE News
20210720;875;oD-KBuAzGoo;前年聲援理大被困者　男產品設計師暴動罪成囚3年9個月　官：量刑考慮整個群體行為 - 20210719 - 港聞 - 有線新聞 CABLE News
20210720;722;Oh8KsOlC8yM;調查報道︰多國政府以間諜程式監控記者和政敵 - 20210719 - 兩岸國際 - 有線新聞 CABLE News
20210720;2834;UTDudYZSBLY;DSE明放榜　逾萬七考生達入大學門檻　誕三男四女狀元 - 20210720 - 港聞 - 有線新聞 CABLE News
20210720;428;7jOyKP2kZ4w;美股三大指數齊跌 - 20210720 - 華爾街速遞 - 有線新聞 CABLE News
20210720;776;dENYZBLHk2o;文憑試周三放榜　學友社料考生獲20分穩入八大 - 20210718 - 港聞 - 有線新聞 CABLE News
20210720;427;2vtZWAnxVl0;美洲金盃D組　巴拿馬2_3洪都拉斯 - 20210718 - 體育 - 有線新聞 CABLE News
20210720;1568;fegN4u37o3Q;回應移民潮　林鄭指香港前景非常好、是打拼最好時刻　任期內區會補選幾無可能 - 20210720 - 港聞 - 有線新聞 CABLE News
20210720;688;CA5Kk9-awoY;黃雨現正生效　天文台改發一號波　料將維持一段時間 - 20210720 - 港聞 - 有線新聞 CABLE News
20210720;592;pPeWMZ0SGdY;談善言分享與好友戴玉麒滑浪片段 - 20210719 - 娛樂頭條E-news Headline
20210720;2060;ykC21N9xYG4;憶邵氏工作蔡瀾直言不喜歡方逸華 - 20210719 - 娛樂頭條E-news Headline
20210720;1281;tQCHjq66jJU;汪明荃喜見放寬演出場地入座率 - 20210719 - 娛樂頭條E-news Headline
20210719;1140;dhJJvyqFdOs;吳君如喜女兒支持電影義賣簽書會 - 20210719 - 娛樂頭條E-news Headline
20210719;716;zKBgTjfpgCE;考獲瑜伽導師牌鄧洢玲未計劃開班 - 20210719 - 娛樂頭條E-news Headline
20210719;1080;LbuRShKYh6c;每日准一次、禁錄影抄寫　傳媒查選民冊只能靠記憶　記協批不合理　處方指須考慮規例及防疫 - 20210718 - 港聞 - 有線新聞 CABLE News
20210719;493;MpFfxlb9u9g;選委界別臨時投票人　新增基層團體界約400選民　包括現代媽咪組、開心一族等 - 20210718 - 港聞 - 有線新聞 CABLE News
20210719;1463;eXnRW8_P1xM;星洲男在港工作兩地先後打四針　醫生稱有漏洞　促針卡增海外紀錄便利外國人 - 20210718 - 港聞 - 有線新聞 CABLE News
20210719;873;JuyTfvMepjQ;譚德塞促中國合作提供疫情原始數據　中方強調開放透明獲國際專家充分肯定 - 20210716 - 兩岸國際 - 有線新聞 CABLE News
20210719;649;MQdtObofoKk;國安法研討會　林鄭引述夏寶龍高度評價警隊　譚惠珠指治港人才要有戰略思維 - 20210716 - 港聞 - 有線新聞 CABLE News
20210719;644;nEOIAvWho1k;「樂悠咭」下周起可申請　議員質疑僅可郵局交表不便　倡增設地鐵站交表箱 - 20210716 - 港聞 - 有線新聞 CABLE News
20210719;456;Lqu95Bb5uxE;英國首相約翰遜曾晤確診的衛生大臣按指引自我隔離 - 20210718 - 兩岸國際 - 有線新聞 CABLE News
20210719;1039;O0SwGp2gWQE;九巴長途豪華線首日啟用　較普通線貴11.5元　刪減企位增設窗簾、手機充電座 - 20210718 - 港聞 - 有線新聞 CABLE News
20210719;689;60J6833v-4I;擬教師及安老業界定期自費檢測　林鄭月娥：適時設誘因或懲罰　有校長倡家長學生同步打針 - 20210715 - 港聞 - 有線新聞 CABLE News
20210719;772;GMoMcs-D5oA;海關破虛擬貨幣洗黑錢案拘捕四人　涉款約12億元 - 20210715 - 港聞 - 有線新聞 CABLE News
20210719;517;7rjKOUEiG2w;科技股拖累港股最多跌超過600點 - 20210719 - 有線財經 - 有線新聞 CABLE News
20210719;1824;5DIa4xqsiX4;三號波料將維持一段時間　今明兩日狂風驟雨 - 20210719 - 港聞 - 有線新聞 CABLE News
20210719;11550;T4mpWiDZ9Zg;LOTR最後一日　移民港人趕「尾班機」赴英　親友不捨道別 - 20210719 - 港聞 - 有線新聞 CABLE News
20210719;914;S89QbUHi4tI;被指追究港大學生、放生三高官　林鄭：官員履職時難事事交代　不想大眾知少少就去揣測 - 20210717 - 港聞 - 有線新聞 CABLE News
20210719;3355;KWVL6hI0hHM;LOTR最後一日　移民港人趕「尾班機」赴英　機場現人潮 - 20210719 - 港聞 - 有線新聞 CABLE News
20210719;579;SE5uGNbg9vA;受傷海地第一夫人回國準備出席丈夫葬禮 - 20210718 - 兩岸國際 - 有線新聞 CABLE News
20210719;526;01Ye5t_qcSg;一周前辭任支聯會常委　趙恩來再辭荃灣區議員：專政借宣誓閹割議會監察職能 - 20210718 - 港聞 - 有線新聞 CABLE News
20210719;440;PcoLvr8NzZM;海關破私煙案拘一人　檢逾2700萬支懷疑私煙　應課稅值5300萬 - 20210718 - 港聞 - 有線新聞 CABLE News
20210719;689;rYjm2m3i2vQ;香港影片《天下烏鴉》獲康城影展短片金棕櫚獎 - 20210718 - 兩岸國際 - 有線新聞 CABLE News
20210719;962;lWt2GA65uMA;外長王毅到訪敍利亞與總統巴沙爾會面 - 20210718 - 兩岸國際 - 有線新聞 CABLE News
20210719;538;ptmZZ-LnC28;大灣區青年就業計劃逾400人已入職 - 20210718 - 港聞 - 有線新聞 CABLE News
20210719;631;FQI7cUa2hCE;一度因水浸有限度服務　明愛急症室服務恢復正常 - 20210718 - 港聞 - 有線新聞 CABLE News
20210719;863;8njA0Jx5B8o;一號戒備信號生效　天文台：下午至明早考慮改發三號強風信號 - 20210719 - 港聞 - 有線新聞 CABLE News
20210719;970;ZPgzCKk7UMQ;九龍塘塌樹壓中行駛中私家車 - 20210719 - 港聞 - 有線新聞 CABLE News
20210719;942;IPv-2rgSAiY;曼谷有示威不滿政府抗疫不力爆衝突　促巴育下台、削軍方開支　13人被捕 - 20210719 - 兩岸國際 - 有線新聞 CABLE News
20210719;729;GPy43isCKN4;據報拜登提出與日澳印舉行面對面四方會談 - 20210719 - 兩岸國際 - 有線新聞 CABLE News
20210719;436;fXRUndKFcD0;據報菅義偉與文在寅將於周五舉行首次會面 - 20210719 - 兩岸國際 - 有線新聞 CABLE News
20210719;593;DFjRwDmRpDM;疫苗接種中心料9月關閉　醫生倡延長開放 - 20210719 - 港聞 - 有線新聞 CABLE News
20210719;701;6_hBE-QaEGY;前年聲援理大被困者　男產品設計師暴動罪成囚3年9個月 - 20210719 - 港聞 - 有線新聞 CABLE News
20210719;1528;1we5JgSz76g;中環尚賢居圍封強檢　男住戶美國返港初確、染變種病毒　曾打兩針復必泰　當局列輸入個案 - 20210719 - 港聞 - 有線新聞 CABLE News
20210719;514;bgnZ4rOnaug;美國網球選手高芙確診不能參加東京奧運 - 20210719 - 兩岸國際 - 有線新聞 CABLE News
20210719;707;zXIvFAjVUMo;台灣太魯閣號列車出軌調查報告指台鐵有五大缺失 - 20210718 - 兩岸國際 - 有線新聞 CABLE News
20210719;466;SO_znk7lqWY;台行政院官員涉於渡假酒店違防疫規定引咎辭職 - 20210718 - 兩岸國際 - 有線新聞 CABLE News
20210719;1152;27XE2RqA-90;三名中國公民據報在馬里遭綁架 - 20210718 - 兩岸國際 - 有線新聞 CABLE News
20210719;2071;ZP8tXaYr9wo;兩男鹹田灣游泳遭大浪捲走　一人送院不治　另一人仍失蹤 - 20210718 - 港聞 - 有線新聞 CABLE News
20210719;1219;ZpPMT0nLxMo;阿富汗駐巴基斯坦大使女兒遭綁架數小時後獲釋多處受傷 - 20210718 - 兩岸國際 - 有線新聞 CABLE News
20210719;1250;_h-A5Qj7eRo;粉嶺馬屎埔村土地明被收回　農場墟市最後一天營業　有人嘆不捨：香港人應吃香港菜 - 20210718 - 港聞 - 有線新聞 CABLE News
20210719;376;RETEVVNZ8v8;一期一匯 2021_07_19 - 20210719 - 一期一匯 - 有線新聞 CABLE News
